WKT,nama,deskripsi
"POLYGON ((106.7272299 -6.0878805, 106.7121237 -6.0906115, 106.6867178 -6.0960737, 106.692211 -6.1097288, 106.6942709 -6.1206526, 106.6853445 -6.1322589, 106.6860311 -6.1520573, 106.6874044 -6.1759509, 106.7155569 -6.1861907, 106.7217367 -6.2012088, 106.7196768 -6.2230524, 106.7389028 -6.2285132, 106.7533224 -6.2612766, 106.754009 -6.276975, 106.777355 -6.3151952, 106.7698019 -6.3602368, 106.821987 -6.3643313, 106.8425863 -6.3356692, 106.8892782 -6.3725202, 106.9085043 -6.3616017, 106.9194906 -6.3302095, 106.9139975 -6.2988154, 106.9030111 -6.2592289, 106.9194906 -6.2496731, 106.9469564 -6.2551336, 106.9524496 -6.2278306, 106.9716757 -6.1964303, 106.9716757 -6.0940254, 106.7272299 -6.0878805))",a)	Kota DKI Jakarta ,
