WKT,nama,deskripsi
"POLYGON ((106.7180362 -6.3484485, 106.7249026 -6.387345, 106.7286791 -6.4180507, 106.748248 -6.4211211, 106.7691903 -6.4354497, 106.7592342 -6.4624001, 106.7983721 -6.4419316, 106.8224042 -6.4487545, 106.820001 -6.4702461, 106.8371668 -6.4712695, 106.8399133 -6.4736573, 106.8639454 -6.4739985, 106.8780218 -6.4548949, 106.8871196 -6.4470486, 106.896904 -6.450119, 106.9051436 -6.4224854, 106.8915831 -6.4376668, 106.8766482 -6.4436369, 106.8845443 -6.431697, 106.8680652 -6.4286266, 106.879738 -6.4207801, 106.884201 -6.4098627, 106.8876342 -6.405427, 106.897247 -6.4098627, 106.9010235 -6.4095215, 106.9188759 -6.4119097, 106.9278021 -6.4026981, 106.9302053 -6.394851, 106.9130396 -6.3938275, 106.9027401 -6.3996275, 106.8951871 -6.4020157, 106.9010235 -6.3897333, 106.8933845 -6.3702002, 106.9120096 -6.3552726, 106.9013668 -6.3515194, 106.8996502 -6.3573199, 106.8945005 -6.3617555, 106.8857459 -6.3696034, 106.8800812 -6.3643147, 106.8790513 -6.3603907, 106.8732148 -6.3609027, 106.8742447 -6.3562965, 106.8691809 -6.3533964, 106.8611557 -6.3538229, 106.8572505 -6.3481075, 106.8539893 -6.3433303, 106.8510711 -6.3400887, 106.8539893 -6.3385533, 106.8498695 -6.3359942, 106.8483246 -6.3358237, 106.846608 -6.3414539, 106.8442049 -6.3416244, 106.8383684 -6.3412831, 106.8361369 -6.3438422, 106.8374243 -6.3476809, 106.8352786 -6.3522021, 106.8316738 -6.355614, 106.8206877 -6.3561258, 106.8155379 -6.3569789, 106.8100449 -6.3641442, 106.8030069 -6.3643148, 106.7999171 -6.3651677, 106.7941236 -6.3640161, 106.7939949 -6.3601349, 106.7923642 -6.353396, 106.7976856 -6.3458895, 106.7987155 -6.3349705, 106.8045519 -6.3281462, 106.809015 -6.3151796, 106.7903043 -6.3141559, 106.7880727 -6.3156914, 106.7848112 -6.315862, 106.7811327 -6.3169044, 106.7779449 -6.3197862, 106.7774299 -6.3257577, 106.7685037 -6.3259281, 106.7715935 -6.3313877, 106.7709069 -6.3382121, 106.7664438 -6.3409418, 106.7674737 -6.3453776, 106.7602641 -6.34606, 106.7564876 -6.3498133, 106.7461881 -6.3481073, 106.7180362 -6.3484485))",Kota Depok,
